Date,Close,Open,High,Low,Volume,Change
2017-09-28,313.85,314.32,315.17,312.88,70540.0,0.0001
2017-09-29,316.27,314.6,316.45,314.6,63210.0,0.0077
2017-10-10,322.49,321.29,324.0,320.57,99580.0,0.0197
2017-10-11,326.12,323.97,326.2,323.43,86130.0,0.0113
2017-10-12,328.11,326.58,328.11,325.96,98830.0,0.0060999999999999995
2017-10-13,327.35,327.7,328.44,326.65,100700.0,-0.0023
2017-10-16,327.82,328.57,329.42,326.99,85190.0,0.0014000000000000002
2017-10-17,328.51,328.69,329.21,327.84,76860.0,0.0021
2017-10-18,328.4,328.06,329.43,327.13,75590.0,-0.0003
2017-10-19,326.47,328.67,329.34,326.04,90040.0,-0.0059
2017-10-20,328.89,327.08,328.89,327.02,99620.0,0.0074
2017-10-23,329.45,330.24,330.55,328.5,75010.0,0.0017000000000000001
2017-10-24,328.96,329.34,330.12,328.91,70810.0,-0.0015
2017-10-25,329.31,329.75,330.05,327.84,83840.0,0.0011
2017-10-26,326.99,328.63,329.65,326.99,99450.0,-0.006999999999999999
2017-10-27,329.23,327.5,329.75,326.62,90500.0,0.0069
2017-10-30,330.38,331.72,331.72,329.62,90390.0,0.0034999999999999996
2017-10-31,333.57,330.05,334.4,329.66,97630.0,0.0097
2017-11-01,338.76,335.67,338.76,335.6,93840.0,0.015600000000000001
2017-11-02,337.53,339.33,339.59,336.83,86220.0,-0.0036
2017-11-03,338.83,339.08,339.12,336.16,75760.0,0.0039000000000000003
2017-11-06,337.4,338.66,339.01,334.53,77980.0,-0.0042
2017-11-07,336.76,337.23,338.35,336.0,114250.0,-0.0019
2017-11-08,337.8,335.2,338.9,335.02,114010.0,0.0031
2017-11-09,337.14,338.55,338.59,334.99,108970.0,-0.002
2017-11-10,335.96,335.64,336.69,334.63,86250.0,-0.0034999999999999996
2017-11-13,334.33,336.63,337.34,333.73,91510.0,-0.0049
2017-11-14,333.62,334.63,334.73,333.13,94190.0,-0.0021
2017-11-15,332.17,333.39,333.6,331.36,112560.0,-0.0043
2017-11-16,334.36,332.75,334.92,331.84,82130.0,0.0066
2017-11-17,334.18,336.05,338.04,334.18,92930.0,-0.0005
2017-11-20,332.92,334.43,335.18,332.26,76770.0,-0.0038
2017-11-21,333.51,333.78,334.92,332.7,123280.0,0.0018
2017-11-22,335.49,335.93,337.05,334.62,114420.0,0.0059
2017-11-23,334.51,335.66,335.89,333.99,71020.0,-0.0029
2017-11-24,335.44,334.77,335.44,333.86,73260.0,0.0028000000000000004
2017-11-27,329.53,335.24,335.61,329.47,91210.0,-0.0176
2017-11-28,330.99,330.19,331.58,328.51,93030.0,0.0044
2017-11-29,330.68,331.41,332.22,330.04,67850.0,-0.0009
2017-11-30,325.25,328.45,329.55,324.82,121250.0,-0.016399999999999998
2017-12-01,324.78,326.85,326.85,324.5,82200.0,-0.0014000000000000002
2017-12-04,328.77,326.31,328.77,324.88,91080.0,0.0123
2017-12-05,329.61,326.77,330.17,326.34,97570.0,0.0026
2017-12-06,324.52,329.48,329.51,324.52,129650.0,-0.0154
2017-12-07,323.59,325.31,325.53,322.39,128720.0,-0.0029
2017-12-08,324.68,324.84,325.38,323.42,125460.0,0.0034000000000000002
2017-12-11,325.09,325.13,325.4,323.34,90620.0,0.0013
2017-12-12,324.07,325.15,325.26,323.27,91130.0,-0.0031
2017-12-13,326.18,324.14,326.58,323.13,90540.0,0.006500000000000001
2017-12-14,324.74,327.0,331.22,324.74,134160.0,-0.0044
2017-12-15,326.23,327.39,328.34,325.36,128650.0,0.0046
2017-12-18,326.6,327.09,327.16,325.64,103110.0,0.0011
2017-12-19,326.76,327.62,329.43,325.82,86090.0,0.0005
2017-12-20,325.79,326.2,327.51,325.55,66250.0,-0.003
2017-12-21,319.72,325.82,325.88,319.72,86540.0,-0.018600000000000002
2017-12-22,321.21,320.86,321.89,319.55,81170.0,0.004699999999999999
2017-12-26,318.89,322.14,323.43,318.89,87520.0,-0.0072
2017-12-27,320.25,318.18,320.25,316.9,74280.0,0.0043
2017-12-28,324.74,320.63,324.74,320.34,68940.0,0.013999999999999999
2018-01-02,326.0,325.73,326.45,324.3,70740.0,0.0039000000000000003
2018-01-03,327.13,327.13,328.37,326.56,109850.0,0.0034999999999999996
2018-01-04,324.58,329.52,329.52,324.58,106560.0,-0.0078000000000000005
2018-01-05,328.97,326.06,329.03,325.78,96160.0,0.013500000000000002
2018-01-08,331.28,330.83,331.65,328.47,88480.0,0.006999999999999999
2018-01-09,330.25,330.67,332.7,328.53,100980.0,-0.0031
2018-01-10,327.61,330.87,330.97,327.07,140730.0,-0.008
2018-01-11,325.67,326.92,327.98,325.07,120940.0,-0.0059
2018-01-12,326.72,327.34,327.5,324.22,143380.0,0.0032
2018-01-15,327.39,328.57,328.94,326.21,98450.0,0.0021
2018-01-16,330.02,327.44,330.5,326.65,107820000.0,0.008
2018-01-17,329.19,329.31,330.21,328.03,95200000.0,-0.0025
2018-01-18,329.13,331.03,331.88,328.77,94900000.0,-0.0002
2018-01-19,329.52,329.81,330.55,328.51,94690000.0,0.0012
2018-01-22,326.27,328.78,328.84,324.56,80820000.0,-0.009899999999999999
2018-01-23,330.93,327.42,330.93,327.17,102540000.0,0.0143
2018-01-24,330.91,330.37,332.44,329.86,89710000.0,-0.0001
2018-01-25,334.08,330.67,334.5,330.6,124680000.0,0.0096
2018-01-26,335.38,333.75,335.38,332.51,112870000.0,0.0039000000000000003
2018-01-29,338.05,337.28,339.27,337.05,121230000.0,0.008
2018-01-30,333.4,336.62,337.88,333.4,109650000.0,-0.0138
2018-01-31,333.38,332.38,338.48,331.65,113800000.0,-0.0001
2018-02-01,333.36,335.06,335.66,332.93,92490000.0,-0.0001
2018-02-02,327.01,332.69,332.69,326.3,100570000.0,-0.019
2018-02-05,323.29,322.05,324.64,320.6,101940000.0,-0.011399999999999999
2018-02-06,318.01,316.62,319.15,312.62,126680000.0,-0.0163
2018-02-07,310.48,322.06,322.1,310.47,106920000.0,-0.023700000000000002
2018-02-08,311.62,310.84,314.24,309.95,111640000.0,0.0037
2018-02-09,304.83,303.54,306.34,303.47,103310000.0,-0.0218
2018-02-12,308.13,306.91,309.65,305.17,84610000.0,0.0108
2018-02-13,310.87,310.45,314.15,309.23,86760000.0,0.0089
2018-02-14,314.4,313.33,315.53,312.81,69230000.0,0.011399999999999999
2018-02-19,316.61,318.42,318.8,314.51,70080000.0,0.006999999999999999
2018-02-20,312.83,315.19,315.73,312.2,56030000.0,-0.011899999999999999
2018-02-21,314.47,313.14,314.95,310.99,61420000.0,0.0052
2018-02-22,312.17,312.72,313.49,311.13,65200000.0,-0.0073
2018-02-23,316.81,313.89,316.81,313.89,74330000.0,0.0149
2018-02-26,317.34,318.49,318.6,316.12,86350000.0,0.0017000000000000001
2018-02-27,316.83,319.52,320.71,316.83,69200000.0,-0.0016
2018-02-28,312.86,315.89,317.42,312.75,94900000.0,-0.0125
2018-03-02,308.35,310.11,310.42,306.88,83590000.0,-0.0144
2018-03-05,304.58,308.39,308.79,304.46,66489999.99999999,-0.012199999999999999
2018-03-06,310.46,308.15,310.65,306.95,87810000.0,0.019299999999999998
2018-03-07,311.14,311.57,314.11,309.11,97310000.0,0.0022
2018-03-08,314.78,313.62,314.78,311.04,92590000.0,0.011699999999999999
2018-03-09,317.67,316.06,320.47,314.87,108410000.0,0.0092
2018-03-12,320.7,321.32,321.86,319.69,93550000.0,0.0095
2018-03-13,322.98,320.98,322.98,320.37,96760000.0,0.0070999999999999995
2018-03-14,321.99,320.72,322.27,320.39,76080000.0,-0.0031
2018-03-15,322.74,322.06,323.44,319.76,70220000.0,0.0023
2018-03-16,322.88,322.94,323.42,320.3,75860000.0,0.0004
2018-03-19,320.35,322.57,322.8,319.72,73050000.0,-0.0078000000000000005
2018-03-20,321.79,317.79,321.8,317.66,65019999.99999999,0.0045000000000000005
2018-03-21,321.6,322.19,322.85,321.46,72020000.0,-0.0006
2018-03-22,323.32,322.97,324.72,321.8,91620000.0,0.0053
2018-03-23,312.42,316.6,317.13,311.78,102460000.0,-0.0337
2018-03-26,314.89,311.93,314.89,309.85,82450000.0,0.0079
2018-03-27,316.34,317.22,317.39,315.24,86170000.0,0.0046
2018-03-28,311.81,312.54,313.06,310.35,95210000.0,-0.0143
2018-03-29,313.82,312.03,314.45,310.8,85490000.0,0.0064
2018-03-30,314.61,316.19,316.92,314.59,111260000.0,0.0025
2018-04-02,314.0,315.56,317.07,313.62,85960000.0,-0.0019
2018-04-03,313.38,311.03,313.38,309.91,132270000.00000001,-0.002
2018-04-04,308.54,314.21,314.21,308.33,139800000.0,-0.0154
2018-04-05,313.04,311.12,314.53,310.3,103600000.0,0.0146
2018-04-06,311.61,310.39,312.32,309.73,107250000.0,-0.0046
2018-04-09,313.45,310.88,313.88,310.86,101640000.0,0.0059
2018-04-10,313.94,312.53,314.77,309.58,91830000.0,0.0016
2018-04-11,312.94,314.83,315.45,312.44,108370000.0,-0.0032
2018-04-12,313.22,313.92,314.69,312.99,95160000.0,0.0009
2018-04-13,314.86,314.42,315.71,313.77,92860000.0,0.0052
2018-04-16,315.17,316.45,316.53,314.14,69230000.0,0.001
2018-04-17,314.64,315.44,316.48,313.95,73080000.0,-0.0017000000000000001
2018-04-18,318.64,316.58,319.28,316.55,93160000.0,0.0127
2018-04-19,320.12,319.26,320.68,318.47,116870000.0,0.0046
2018-04-20,317.89,318.6,319.39,317.29,104390000.0,-0.006999999999999999
2018-04-23,317.89,317.32,318.28,316.5,108890000.0,0.0
2018-04-24,315.86,318.24,318.3,314.43,94690000.0,-0.0064
2018-04-25,313.99,313.09,314.43,312.1,82180000.0,-0.0059
2018-04-26,318.08,315.55,319.06,314.95,91040000.0,0.013000000000000001
2018-04-27,320.8,321.39,322.93,319.43,92190000.0,0.0086
2018-04-30,323.56,321.93,323.58,321.66,139570000.0,0.0086
2018-05-02,322.53,323.56,323.97,321.99,158300000.0,-0.0032
2018-05-03,320.55,322.83,322.95,320.55,117280000.0,-0.0060999999999999995
2018-05-04,316.75,320.56,321.0,316.75,173910000.0,-0.011899999999999999
2018-05-08,315.87,317.79,319.53,314.95,141250000.0,-0.0028000000000000004
2018-05-09,314.42,315.93,316.08,312.6,123610000.0,-0.0046
2018-05-10,317.31,316.51,317.34,315.11,120900000.0,0.0092
2018-05-11,318.51,318.03,319.7,317.86,112400000.0,0.0038
2018-05-14,317.72,318.93,319.5,317.09,141540000.0,-0.0025
2018-05-15,314.94,317.73,318.35,314.57,128389999.99999999,-0.0087
2018-05-16,315.97,313.81,316.62,313.78,129020000.00000001,0.0033
2018-05-17,314.29,317.33,317.77,314.29,107630000.0,-0.0053
2018-05-18,315.37,315.5,315.8,314.46,83890000.0,0.0034000000000000002
2018-05-21,316.25,315.74,317.19,313.45,96770000.0,0.0028000000000000004
2018-05-23,318.31,316.45,319.04,316.01,122350000.0,0.006500000000000001
2018-05-24,317.48,318.93,319.46,316.55,83140000.0,-0.0026
2018-05-25,318.05,315.92,318.88,315.43,130289999.99999999,0.0018
2018-05-28,318.99,318.37,319.99,318.04,147740000.0,0.003
2018-05-29,316.2,318.7,319.4,316.18,117360000.0,-0.0087
2018-05-30,309.26,314.64,315.2,308.07,135720000.0,-0.0219
2018-05-31,310.92,312.01,312.26,309.84,228470000.0,0.0054
2018-06-01,313.22,310.13,314.14,309.87,120950000.0,0.0074
2018-06-04,314.84,313.7,315.46,313.26,104430000.0,0.0052
2018-06-05,315.76,315.12,316.07,312.83,105960000.0,0.0029
2018-06-07,317.67,317.94,319.19,317.03,108020000.0,0.006
2018-06-08,314.97,316.94,317.25,314.53,103100000.0,-0.0085
2018-06-11,317.22,315.24,317.35,314.24,103060000.0,0.0070999999999999995
2018-06-12,316.84,317.81,318.3,316.21,122230000.0,-0.0012
2018-06-14,311.2,314.6,314.82,311.03,147740000.0,-0.0178
2018-06-15,308.73,312.43,312.55,308.71,127400000.0,-0.0079
2018-06-18,305.35,308.73,308.95,303.77,121130000.0,-0.0109
2018-06-19,301.35,304.92,305.79,300.74,117680000.0,-0.0131
2018-06-20,304.02,302.95,305.69,301.83,104270000.0,0.0089
2018-06-21,301.02,304.06,305.04,301.02,101200000.0,-0.009899999999999999
2018-06-22,303.69,298.81,303.72,298.71,92740000.0,0.0089
2018-06-25,303.37,302.77,303.99,300.69,83140000.0,-0.0011
2018-06-26,302.76,300.3,303.83,299.5,95030000.0,-0.002
2018-06-27,302.25,302.73,304.29,301.92,100170000.0,-0.0017000000000000001
2018-06-28,298.26,299.91,300.83,297.72,88460000.0,-0.0132
2018-06-29,299.66,299.37,300.28,295.97,91790000.0,0.004699999999999999
2018-07-02,292.93,299.12,300.04,292.93,93230000.0,-0.0225
2018-07-03,293.35,294.89,295.06,290.89,88700000.0,0.0014000000000000002
2018-07-04,292.26,293.54,294.63,291.87,67010000.00000001,-0.0037
2018-07-05,291.63,292.12,293.6,289.9,64860000.0,-0.0022
2018-07-06,293.11,292.04,294.73,290.09,100950000.0,0.0051
2018-07-09,295.2,293.88,296.63,292.58,80240000.0,0.0070999999999999995
2018-07-10,296.19,297.14,297.99,295.84,74330000.0,0.0034000000000000002
2018-07-11,294.43,293.8,295.27,291.77,102400000.0,-0.0059
2018-07-12,294.41,294.94,296.63,293.77,94350000.0,-0.0001
2018-07-13,298.65,295.88,298.99,295.86,88560000.0,0.0144
2018-07-16,297.37,298.71,299.56,297.06,69360000.0,-0.0043
2018-07-17,296.88,297.46,298.15,295.74,77990000.0,-0.0016
2018-07-18,296.47,299.2,300.24,296.08,78880000.0,-0.0014000000000000002
2018-07-19,295.9,297.71,297.94,295.52,85400000.0,-0.0019
2018-07-20,296.95,295.78,297.52,294.05,76110000.0,0.0034999999999999996
2018-07-23,294.56,296.81,296.81,293.8,87890000.0,-0.008
2018-07-24,295.49,294.92,296.05,293.28,99970000.0,0.0032
2018-07-25,294.85,295.99,297.17,294.29,85720000.0,-0.0022
2018-07-26,296.95,296.2,298.22,295.11,93050000.0,0.0070999999999999995
2018-07-27,297.78,297.29,297.88,296.21,71330000.0,0.0028000000000000004
2018-07-30,297.29,297.01,298.0,295.99,66420000.0,-0.0016
2018-07-31,297.45,297.01,297.79,296.14,71870000.0,0.0005
2018-08-01,298.69,298.32,299.96,298.06,70930000.0,0.0042
2018-08-02,293.55,298.25,298.54,292.89,75900000.0,-0.0172
2018-08-03,295.61,294.45,295.85,293.59,63190000.0,0.006999999999999999
2018-08-06,295.24,295.79,297.37,294.78,70150000.0,-0.0013
2018-08-07,297.18,295.79,297.38,294.37,70320000.0,0.0066
2018-08-08,297.19,297.97,298.46,296.78,76310000.0,0.0
2018-08-09,297.41,297.23,297.41,295.61,87040000.0,0.0007000000000000001
2018-08-10,293.64,295.93,296.1,293.05,94300000.0,-0.0127
2018-08-13,289.85,291.21,292.09,288.11,94720000.0,-0.0129
2018-08-14,291.08,290.03,291.64,289.61,75900000.0,0.0042
2018-08-16,288.24,287.1,289.05,285.42,93690000.0,-0.0098
2018-08-17,288.57,288.57,289.35,287.78,67290000.0,0.0011
2018-08-20,288.61,289.78,290.93,288.15,74150000.0,0.0001
2018-08-21,291.93,288.51,292.41,287.94,79700000.0,0.0115
2018-08-22,293.0,292.45,293.83,291.93,81680000.0,0.0037
2018-08-23,294.29,294.21,294.37,292.39,73750000.0,0.0044
2018-08-24,295.54,293.26,295.91,292.53,70160000.0,0.0042
2018-08-27,296.83,296.21,297.34,295.3,85300000.0,0.0044
2018-08-28,297.22,298.67,298.95,296.6,84390000.0,0.0013
2018-08-29,298.05,297.31,298.23,296.63,81220000.0,0.0028000000000000004
2018-08-30,298.05,298.44,299.99,297.37,80680000.0,0.0
2018-08-31,300.07,296.49,300.07,296.09,107570000.0,0.0068000000000000005
2018-09-03,297.49,299.15,299.28,296.85,64700000.0,-0.0086
2018-09-04,298.8,297.72,299.2,296.86,64650000.00000001,0.0044
2018-09-05,294.96,297.89,298.4,294.37,81060000.0,-0.0129
2018-09-06,294.28,294.23,295.82,293.62,79880000.0,-0.0023
2018-09-07,292.86,292.26,293.79,290.69,90390000.0,-0.0048
2018-09-10,293.7,292.37,294.06,292.25,84200000.0,0.0029
2018-09-11,292.46,293.42,294.75,291.49,83410000.0,-0.0042
2018-09-12,292.35,292.74,293.29,290.89,87630000.0,-0.0004
2018-09-13,292.42,292.5,293.42,291.78,98540000.0,0.0002
2018-09-14,297.29,295.19,297.38,295.04,83090000.0,0.0167
2018-09-17,295.23,296.7,296.74,294.14,64920000.0,-0.0069
2018-09-18,296.1,293.06,296.51,293.03,77060000.0,0.0029
2018-09-19,296.64,297.63,297.72,295.5,94200000.0,0.0018
2018-09-20,299.04,297.47,300.45,297.12,97940000.0,0.008100000000000001
2018-09-21,300.81,299.84,300.81,298.9,124340000.0,0.0059
2018-09-27,302.59,299.54,302.6,299.54,120500000.0,0.0059
2018-09-28,300.51,302.53,302.64,299.83,111430000.0,-0.0069
2018-10-01,300.17,301.55,301.97,299.3,77260000.0,-0.0011
2018-10-02,296.53,300.2,300.93,296.36,86570000.0,-0.0121
2018-10-04,291.78,296.42,296.42,291.26,107330000.0,-0.016
2018-10-05,291.28,291.42,292.66,289.33,93620000.0,-0.0017000000000000001
2018-10-08,289.91,290.02,292.29,289.91,69770000.0,-0.004699999999999999
2018-10-10,287.85,290.23,290.37,286.92,117740000.0,-0.0070999999999999995
2018-10-11,275.15,281.52,282.65,275.15,144520000.0,-0.0441
2018-10-12,279.37,275.82,281.26,275.43,101670000.0,0.015300000000000001
2018-10-15,277.19,278.35,278.91,276.49,73190000.0,-0.0078000000000000005
2018-10-16,276.9,278.73,279.52,276.22,60610000.0,-0.001
2018-10-17,280.05,280.07,281.99,279.1,75390000.0,0.011399999999999999
2018-10-18,277.48,278.73,280.01,277.3,68810000.0,-0.0092
2018-10-19,278.63,275.08,279.03,273.81,74650000.0,0.0040999999999999995
2018-10-22,279.4,276.78,279.89,275.99,62450000.0,0.0028000000000000004
2018-10-23,272.54,277.31,277.57,270.72,88690000.0,-0.0246
2018-10-24,271.36,274.07,274.24,270.64,99130000.0,-0.0043
2018-10-25,266.72,264.46,267.09,262.97,120410000.0,-0.0171
2018-10-26,262.69,267.04,267.04,260.16,111380000.0,-0.0151
2018-10-29,260.19,262.82,265.29,259.84,109740000.0,-0.0095
2018-10-30,262.47,259.15,264.74,259.06,122390000.0,0.0088
2018-10-31,264.01,263.55,264.14,261.03,107850000.0,0.0059
2018-11-01,262.95,264.72,266.97,262.77,102280000.0,-0.004
2018-11-02,272.56,266.16,272.79,265.82,111230000.0,0.0365
2018-11-05,270.07,270.22,270.45,266.67,81490000.0,-0.0091
2018-11-06,271.57,271.01,272.01,268.57,77830000.0,0.005600000000000001
2018-11-07,270.45,271.43,273.79,269.77,119320000.0,-0.0040999999999999995
2018-11-08,272.11,274.88,276.34,272.07,99220000.0,0.0060999999999999995
2018-11-09,271.33,272.25,273.57,270.85,80920000.0,-0.0029
2018-11-12,271.57,268.66,272.27,268.64,78000000.0,0.0009
2018-11-13,269.7,267.03,269.89,264.63,88280000.0,-0.0069
2018-11-14,268.88,269.58,270.01,267.75,87330000.0,-0.003
2018-11-15,271.54,267.93,271.69,267.68,74360000.0,0.009899999999999999
2018-11-16,271.65,272.95,273.52,271.06,74600000.0,0.0004
2018-11-19,272.31,272.01,274.05,270.83,75010000.0,0.0024
2018-11-20,269.58,268.54,270.58,268.54,80900000.0,-0.01
2018-11-21,268.27,265.96,268.49,264.95,81840000.0,-0.0049
2018-11-22,267.76,268.51,269.11,267.15,64410000.0,-0.0019
2018-11-23,266.33,268.12,268.54,264.86,58350000.0,-0.0053
2018-11-26,269.79,266.43,269.95,266.41,75650000.0,0.013000000000000001
2018-11-27,272.08,270.9,272.47,269.27,71910000.0,0.0085
2018-11-28,273.45,272.64,273.53,271.35,79830000.0,0.005
2018-11-29,274.16,277.08,277.54,273.4,80650000.0,0.0026
2018-11-30,271.35,274.53,275.51,270.88,137530000.0,-0.0102
2018-12-03,276.18,275.7,276.98,273.59,89070000.0,0.0178
2018-12-04,273.29,275.08,275.72,272.03,80800000.0,-0.0105
2018-12-05,271.49,269.53,272.38,269.47,75640000.0,-0.0066
2018-12-06,267.18,270.18,270.18,266.61,86090000.0,-0.0159
2018-12-07,268.28,268.97,269.66,267.03,68450000.0,0.0040999999999999995
2018-12-10,265.35,264.55,266.2,263.63,77300000.0,-0.0109
2018-12-11,264.69,265.87,265.99,263.87,70040000.0,-0.0025
2018-12-12,268.47,266.0,268.84,265.55,83690000.0,0.0143
2018-12-13,269.41,269.07,271.06,268.22,145060000.0,0.0034999999999999996
2018-12-14,265.55,269.69,269.69,264.44,99730000.0,-0.0143
2018-12-17,266.33,265.81,267.19,265.41,71450000.0,0.0029
2018-12-18,265.18,264.42,266.83,263.93,90330000.0,-0.0043
2018-12-19,267.31,266.02,267.55,265.26,81750000.0,0.008
2018-12-20,264.81,265.13,266.34,263.12,81340000.0,-0.009399999999999999
2018-12-21,265.06,263.66,265.06,263.15,92600000.0,0.0009
2018-12-24,264.45,263.51,265.09,262.96,61960000.0,-0.0023
2018-12-26,260.98,261.09,262.49,259.35,92490000.0,-0.0131
2018-12-27,260.57,261.53,261.71,259.73,84460000.0,-0.0016
2018-12-28,261.98,261.61,262.85,261.27,62700000.0,0.0054
2019-01-02,258.23,263.35,263.77,257.47,69950000.0,-0.0143
2019-01-03,255.77,258.19,258.7,255.35,90520000.0,-0.0095
2019-01-04,257.89,255.62,258.12,254.55,91200000.0,0.0083
2019-01-07,261.57,261.11,263.13,260.76,92320000.0,0.0143
2019-01-08,259.65,261.29,262.43,259.39,86910000.0,-0.0073
2019-01-09,265.6,260.95,266.05,260.87,98750000.0,0.0229
2019-01-10,265.55,265.73,266.85,264.61,99830000.0,-0.0002
2019-01-11,267.13,266.58,267.58,265.56,81080000.0,0.0059
2019-01-14,264.99,266.22,266.7,264.23,74930000.0,-0.008
2019-01-15,269.93,265.62,270.02,265.37,87170000.0,0.018600000000000002
2019-01-16,271.23,269.96,271.28,269.05,100500000.0,0.0048
2019-01-17,271.88,271.66,273.05,270.81,86750000.0,0.0024
2019-01-18,273.88,273.02,273.95,272.56,78970000.0,0.0074
2019-01-21,274.0,274.99,275.14,272.29,86550000.0,0.0004
2019-01-22,272.71,274.08,274.6,271.45,68870000.0,-0.004699999999999999
2019-01-23,273.87,271.35,274.51,271.03,99960000.0,0.0043
2019-01-24,276.61,274.1,276.64,273.74,132860000.00000001,0.01
2019-01-25,281.67,277.3,281.72,277.04,115510000.0,0.0183
2019-01-28,281.64,282.56,283.46,280.47,95970000.0,-0.0001
2019-01-29,283.0,281.12,283.0,279.65,130940000.0,0.0048
2019-01-30,286.62,282.86,286.63,282.24,134730000.0,0.0128
2019-01-31,285.89,288.85,288.87,285.89,153500000.0,-0.0025
2019-02-01,285.79,287.07,288.34,285.43,114630000.0,-0.0003
